0.000000,0.000000,0.000000,0.000000,0.000000
-0.221106,0.639496,-0.475910,-1.634618,-0.255404
1.428207,0.077820,-0.860087,-0.909244,1.090555
-1.073630,0.722426,-0.217582,1.471492,-2.306594
-1.465122,0.940417,0.026675,1.166697,-1.579186
-0.215364,0.566946,0.174000,0.897949,-0.256810
0.046857,0.723959,-1.650539,1.442413,-1.806718
-0.178646,0.163770,-2.109121,0.330776,0.580981
-0.037453,0.029806,0.008043,-1.790860,-1.227003
-0.127840,1.908532,-1.020775,0.634204,-0.807620
1.534147,0.845877,-1.378278,-1.223566,2.197151
0.453818,0.628650,0.953164,0.420641,0.017058
-1.138094,0.733543,-0.012412,0.176423,-0.360824
-0.647216,0.690069,-0.510883,2.001230,-1.471525
0.929338,1.179443,0.407215,0.283038,-1.089662
-0.282465,1.111016,-0.896974,1.634625,-0.765447
1.940997,1.898440,-1.161319,0.528700,-0.995380
0.802009,0.479411,-0.539710,0.499418,0.350237
-0.677003,2.092415,0.486833,-0.094520,-0.391625
2.097588,1.660497,-2.058665,0.428799,-0.428297
-0.763285,0.054821,1.296528,0.617922,-2.875535
2.213971,-0.257236,-0.352123,0.126650,-0.874196
0.385866,0.044658,0.583418,-0.022036,-1.681985
-0.574650,0.111572,-2.221170,0.842159,-0.522077
-0.560878,1.187562,-0.283039,-1.386246,-0.854221
1.545398,0.648898,-1.869949,-0.162629,0.473908
0.393943,1.544945,-0.652085,0.111357,0.330425
0.476168,-0.036812,-0.534797,0.411169,-0.971870
-0.690062,2.624871,-2.957053,0.746755,-0.325965
0.422085,1.311414,-0.243058,-1.284501,1.295026
-0.630389,1.139811,-0.384126,1.069886,-1.454105
0.929426,0.688459,0.285808,0.380208,-1.779412
1.208559,0.652357,0.088793,0.811808,-2.316926
-0.150485,0.107910,-1.033305,1.150966,-1.388409
1.176227,0.972133,-0.902714,-0.476326,-0.789908
0.006667,-0.494396,0.637374,-1.266184,-1.435228
0.726754,-0.333559,-3.183173,1.019292,0.573237
0.255270,3.151797,-1.041509,1.032913,-1.192017
1.570254,1.207737,-0.820199,1.950129,1.959098
-0.733062,0.830174,1.121358,0.678127,-0.897043
0.549154,1.207694,-0.611736,0.766388,0.212575
0.321668,1.736169,-2.820609,1.728941,0.100063
0.451917,0.346293,-0.334866,-2.620016,-0.481962
1.436354,1.097164,-0.022413,-0.075461,-0.045447
-1.213210,1.307013,-0.299435,0.599402,0.393863
-0.800365,1.447697,0.309290,0.945927,-0.709007
1.063346,1.128764,-2.559463,0.570540,0.122056
-1.167700,-1.487447,-2.695274,-0.118704,-2.765301
0.520091,0.610218,-0.905114,1.441340,-0.248916
0.615898,1.320682,-0.653564,1.296766,-1.229980
-1.410164,1.423105,-1.390382,-0.420303,2.259268
0.465209,2.010634,-1.297809,-0.729991,-1.131836
1.266026,0.508428,0.081286,0.010143,0.559205
-0.723914,1.213896,-1.017513,1.594086,-1.290209
1.065062,2.238348,-1.120358,-2.668484,-1.470045
0.118450,0.378304,-0.234407,-0.051105,-0.914010
0.701953,1.442228,-0.044854,1.983114,-1.217637
2.492383,0.261534,0.324220,0.537140,-1.187368
0.147544,-1.405684,1.183449,0.447499,-2.332498
-0.203250,1.991843,-1.891483,2.527952,-0.891138
-0.099760,1.422238,-1.688382,1.287335,0.355573
-1.288531,0.757712,-0.540072,-0.757212,0.862202
-0.254058,0.640965,-0.318044,-1.838147,0.145468
0.269314,0.518203,-1.322418,-0.549133,-1.879611
0.398364,0.882053,-1.875221,-1.008564,-1.940675
0.171560,1.047631,-0.307180,-0.010480,-2.093871
