0.000000,0.000000,0.000000,0.000000,0.000000
-0.491141,-0.237044,-0.510145,0.726520,0.707783
0.474144,2.451314,-1.122082,-0.097461,-0.578362
1.741032,0.618243,-0.961007,0.314898,0.780771
-1.345024,-0.455663,-0.237247,0.056037,-0.299163
0.343528,0.294530,-0.661887,0.044824,-1.790678
0.454658,2.122522,-0.687666,1.319500,0.048669
-1.786143,0.646824,0.007442,0.272697,-0.582235
-0.714515,0.410690,-1.154174,0.095346,1.565177
-0.785126,-0.714571,-0.936573,2.272099,-3.540280
0.104216,1.931734,-1.587284,0.990367,-1.326760
1.412083,2.547514,-0.639504,-1.444431,1.523241
1.303039,0.168128,-1.866712,2.001468,0.132588
2.856983,0.935864,0.048844,-1.609657,-0.622305
0.066372,-0.204417,-0.279664,1.353547,-1.164479
-0.022337,3.075259,-0.474945,1.817238,0.041280
0.577308,-0.832373,-2.347518,0.152803,0.449926
-0.594763,1.159800,-0.227352,-0.930303,0.996210
-0.190266,1.481595,-0.643082,1.234768,-0.196013
2.598214,-1.658642,-0.506400,0.652558,-2.087028
0.890353,0.006466,0.650177,1.294030,0.711340
0.670364,0.340658,-0.741681,0.280506,-0.961886
1.007627,-0.158665,0.030078,0.299378,-0.462449
-0.528054,2.698910,0.883198,0.726514,-0.662998
1.156525,1.249366,-0.227607,0.389098,0.354583
-0.634320,-0.819905,-0.231382,1.552639,1.000840
-0.573954,-0.228119,-0.550285,0.571154,-0.556227
0.743269,0.835994,-0.470833,0.956111,-1.676041
0.204977,1.136207,0.154363,0.141620,-0.846469
2.105756,0.673400,0.354340,-0.169393,-1.576691
0.010565,-0.035200,-0.472233,1.534476,0.605060
-1.816610,1.267733,-1.988243,0.926674,-1.612323
-0.827121,0.883488,0.015336,-0.598357,-1.346885
-0.396725,0.926758,-0.042559,0.434445,-0.934295
0.799302,0.711091,-0.688134,0.958135,-0.596282
-0.599729,2.957722,-1.387826,1.244745,-1.703874
-0.275384,-1.277791,-2.554343,0.233284,0.756641
1.032136,2.069347,-1.587233,0.102732,-1.112269
-0.113070,1.989054,-0.448800,-1.257192,-1.461211
