0.000000,0.000000,0.000000,0.000000,0.000000
0.671596,1.150226,-0.101331,0.059147,-1.897491
-0.306887,0.134371,1.576319,0.060673,-1.547204
1.312047,1.246834,0.933300,-0.567965,-1.755805
-0.050472,-1.704151,-0.404576,-2.009390,-0.574040
0.264721,0.831405,0.076259,0.218138,-0.640213
-2.836979,-0.351255,-1.664756,-0.158470,-1.437958
-0.908560,0.974069,1.391266,0.396169,-1.147877
0.682562,1.712985,-2.546883,0.456610,0.087869
-0.597236,1.218491,0.195248,-1.675191,0.554368
-0.167088,0.849895,-0.093379,-0.046344,-1.415634
1.794470,1.530631,-1.654025,1.094832,-0.354008
-1.635016,2.176983,0.626540,-1.208804,0.946578
-0.580144,-1.367327,1.832691,-0.113903,-0.310607
0.481651,1.919967,-1.126748,1.140275,0.173933
-0.866290,2.279412,1.237389,-0.648467,-0.583022
-0.312513,0.359128,-0.650469,-1.196255,1.112581
-0.041897,1.506225,-0.543467,0.037244,0.083394
0.199660,1.254293,-1.807058,0.386491,-0.268059
0.852803,1.805055,-1.448608,-0.248976,-0.549852
